,Region,Global warming,climate change,greenhouse gas,renewable energy,sustainability,Climate disaster,green energy,green investment,green production,Job_Global warming,Global warming_Job,Job_climate change,climate change_Job,Job_greenhouse gas,greenhouse gas_Job,Job_renewable energy,renewable energy_Job,Job_sustainability,sustainability_Job,Job_Climate disaster,Climate disaster_Job,Job_green energy,green energy_Job,Job_green investment,green investment_Job,Job_green production,green production_Job,health_Global warming,Global warming_health,health_climate change,climate change_health,health_greenhouse gas,greenhouse gas_health,health_renewable energy,renewable energy_health,health_sustainability,sustainability_health,health_Climate disaster,Climate disaster_health,health_green energy,green energy_health,health_green investment,green investment_health,health_green production,green production_health,education_Global warming,Global warming_education,education_climate change,climate change_education,education_greenhouse gas,greenhouse gas_education,education_renewable energy,renewable energy_education,education_sustainability,sustainability_education,education_Climate disaster,Climate disaster_education,education_green energy,green energy_education,education_green investment,green investment_education,education_green production,green production_education,drugs_Global warming,Global warming_drugs,drugs_climate change,climate change_drugs,drugs_greenhouse gas,greenhouse gas_drugs,drugs_renewable energy,renewable energy_drugs,drugs_sustainability,sustainability_drugs,drugs_Climate disaster,Climate disaster_drugs,drugs_green energy,green energy_drugs,drugs_green investment,green investment_drugs,drugs_green production,green production_drugs
2016-10-01,Nebraska,14,39,19,19,37,,25,,,30,1,30,1,30,0,30,0,30,0,30,0,30,0,30,0,30,0,63,1,63,1,63,0,63,0,63,0,63,0,63,0,63,0,63,0,31,1,31,1,31,0,31,1,31,1,31,0,31,0,31,0,31,0,46,6,46,5,46,0,46,3,46,3,46,0,46,2,46,0,46,0
2016-11-01,Nebraska,25,73,18,16,45,,15,,,28,2,28,2,28,0,28,0,28,1,28,0,28,0,28,0,28,0,63,2,63,2,63,0,63,0,63,1,63,0,63,0,63,0,63,0,32,2,32,2,32,0,32,0,32,1,32,0,32,0,32,0,32,0,38,10,38,10,38,0,38,2,38,4,38,0,38,1,38,0,38,0
2016-12-01,Nebraska,14,70,0,17,26,,24,,,26,1,26,2,26,0,26,0,26,0,26,0,26,0,26,0,26,0,55,1,55,2,55,0,55,0,55,0,55,0,55,0,55,0,55,0,24,1,24,2,24,0,24,1,24,0,24,0,24,0,24,0,24,0,37,6,37,10,37,0,37,2,37,2,37,0,37,2,37,0,37,0
2017-01-01,Nebraska,18,67,27,11,31,,10,,,33,1,33,2,33,0,33,0,33,0,33,0,33,0,33,0,33,0,68,1,68,1,68,0,68,0,68,0,68,0,68,0,68,0,68,0,35,2,35,2,35,0,35,0,35,1,35,0,35,0,35,0,35,0,41,7,41,9,41,1,41,1,41,2,41,0,41,1,41,0,41,0
2017-02-01,Nebraska,14,61,47,11,46,,13,,,33,1,33,1,33,0,33,0,33,1,33,0,33,0,33,0,33,0,63,1,63,1,63,0,63,0,63,1,63,0,63,0,63,0,63,0,41,1,41,2,41,0,41,0,41,1,41,0,41,0,41,0,41,0,48,6,48,9,48,1,48,1,48,4,48,0,48,1,48,0,48,0
2017-03-01,Nebraska,23,41,42,20,22,,16,,,33,2,33,1,33,0,33,0,33,0,33,0,33,0,33,0,33,0,67,2,67,1,67,0,67,0,67,0,67,0,67,0,67,0,67,0,32,2,32,1,32,0,32,1,32,0,32,0,32,0,32,0,32,0,44,10,44,6,44,1,44,3,44,2,44,0,44,1,44,0,44,0
2017-04-01,Nebraska,20,75,27,28,38,,10,,,33,1,33,2,33,0,33,1,33,1,33,0,33,0,33,0,33,0,61,1,61,2,61,0,61,1,61,0,61,0,61,0,61,0,61,0,29,2,29,2,29,0,29,1,29,1,29,0,29,0,29,0,29,0,45,8,45,11,45,1,45,4,45,3,45,0,45,1,45,0,45,0
2017-05-01,Nebraska,19,51,46,19,24,,10,,,30,1,30,1,30,0,30,0,30,0,30,0,30,0,30,0,30,0,62,1,62,1,62,0,62,0,62,0,62,0,62,0,62,0,62,0,27,2,27,2,27,0,27,1,27,0,27,0,27,0,27,0,27,0,45,8,45,7,45,1,45,3,45,2,45,0,45,1,45,0,45,0
2017-06-01,Nebraska,12,72,19,12,14,,10,,,29,1,29,2,29,0,29,0,29,0,29,0,29,0,29,0,29,0,59,1,59,2,59,0,59,0,59,0,59,0,59,0,59,0,59,0,20,1,20,2,20,0,20,0,20,0,20,0,20,0,20,0,20,0,39,5,39,10,39,0,39,2,39,1,39,0,39,1,39,0,39,0
2017-07-01,Nebraska,5,25,0,20,20,,3,,,26,0,26,1,26,0,26,0,26,0,26,0,26,0,26,0,26,0,63,0,63,1,63,0,63,0,63,0,63,0,63,0,63,0,63,0,19,1,19,1,19,0,19,1,19,0,19,0,19,0,19,0,19,0,32,2,32,4,32,0,32,3,32,2,32,0,32,0,32,0,32,0
2017-08-01,Nebraska,9,52,9,8,18,,10,,,29,1,29,1,29,0,29,0,29,0,29,0,29,0,29,0,29,0,61,1,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61,0,26,1,26,2,26,0,26,0,26,0,26,0,26,0,26,0,26,0,33,4,33,7,33,0,33,1,33,1,33,0,33,1,33,0,33,0
2017-09-01,Nebraska,16,71,9,11,41,,12,,,29,1,29,2,29,0,29,0,29,1,29,0,29,0,29,0,29,0,63,1,63,2,63,0,63,0,63,1,63,0,63,0,63,0,63,0,30,2,30,2,30,0,30,0,30,1,30,0,30,0,30,0,30,0,36,7,36,10,36,0,36,1,36,3,36,0,36,1,36,0,36,0
2017-10-01,Nebraska,15,27,17,15,49,,11,,,29,1,29,1,29,0,29,0,29,1,29,0,29,0,29,0,29,0,64,1,64,1,64,0,64,0,64,1,64,0,64,0,64,0,64,0,29,1,29,1,29,0,29,0,29,1,29,0,29,0,29,0,29,0,36,6,36,4,36,0,36,2,36,4,36,0,36,1,36,0,36,0
2017-11-01,Nebraska,16,55,50,20,24,,11,,,30,1,30,1,30,0,30,0,30,0,30,0,30,0,30,0,30,0,65,1,65,1,65,0,65,0,65,0,65,0,65,0,65,0,65,0,27,2,27,2,27,0,27,1,27,0,27,0,27,0,27,0,27,0,41,7,41,8,41,1,41,3,41,2,41,0,41,1,41,0,41,0
2017-12-01,Nebraska,18,65,34,22,39,,14,,,27,1,27,2,27,0,27,0,27,1,27,0,27,0,27,0,27,0,58,1,58,1,58,0,58,0,58,0,58,0,58,0,58,0,58,0,22,2,22,2,22,0,22,1,22,1,22,0,22,0,22,0,22,0,42,7,42,9,42,1,42,3,42,3,42,0,42,1,42,0,42,0
2018-01-01,Nebraska,15,26,8,10,16,,7,,,31,1,31,1,31,0,31,0,31,0,31,0,31,0,31,0,31,0,66,1,66,1,66,0,66,0,66,0,66,0,66,0,66,0,66,0,27,1,27,1,27,0,27,0,27,0,27,0,27,0,27,0,27,0,37,6,37,4,37,0,37,1,37,1,37,0,37,1,37,0,37,0
2018-02-01,Nebraska,10,36,26,17,33,,2,,,32,1,32,1,32,0,32,0,32,0,32,0,32,0,32,0,32,0,67,1,67,1,67,0,67,0,67,0,67,0,67,0,67,0,67,0,30,1,30,1,30,0,30,1,30,1,30,0,30,0,30,0,30,0,44,4,44,5,44,1,44,2,44,3,44,0,44,0,44,0,44,0
2018-03-01,Nebraska,12,37,17,17,52,,15,,,31,1,31,1,31,0,31,0,31,1,31,0,31,0,31,0,31,0,65,1,65,1,65,0,65,0,65,1,65,0,65,0,65,0,65,0,29,1,29,1,29,0,29,1,29,1,29,0,29,0,29,0,29,0,41,5,41,5,41,0,41,2,41,4,41,0,41,1,41,0,41,0
2018-04-01,Nebraska,12,43,60,28,37,,18,,,32,1,32,1,32,0,32,1,32,0,32,0,32,0,32,0,32,0,65,1,65,1,65,0,65,1,65,0,65,0,65,0,65,0,65,0,30,1,30,1,30,0,30,1,30,1,30,0,30,0,30,0,30,0,42,5,42,6,42,1,42,4,42,3,42,0,42,2,42,0,42,0
2018-05-01,Nebraska,12,35,26,24,37,,18,,,31,1,31,1,31,0,31,1,31,0,31,0,31,0,31,0,31,0,61,1,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61,0,22,1,22,1,22,0,22,1,22,1,22,0,22,0,22,0,22,0,37,5,37,5,37,1,37,3,37,3,37,0,37,2,37,0,37,0
2018-06-01,Nebraska,5,22,9,8,13,,0,,,32,0,32,1,32,0,32,0,32,0,32,0,32,0,32,0,32,0,63,0,63,0,63,0,63,0,63,0,63,0,63,0,63,0,63,0,19,0,19,1,19,0,19,0,19,0,19,0,19,0,19,0,19,0,40,2,40,3,40,0,40,1,40,1,40,0,40,0,40,0,40,0
2018-07-01,Nebraska,3,15,18,5,21,,7,,,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,32,1,32,2,32,0,32,1,32,2,32,0,32,1,32,0,32,0
2018-08-01,Nebraska,6,19,8,13,15,,5,,,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,26,1,26,1,26,0,26,0,26,0,26,0,26,0,26,0,26,0,36,3,36,3,36,0,36,2,36,1,36,0,36,0,36,0,36,0
2018-09-01,Nebraska,12,38,17,23,50,,13,,,28,1,28,1,28,0,28,1,28,1,28,0,28,0,28,0,28,0,63,1,63,1,63,0,63,0,63,1,63,0,63,0,63,0,63,0,26,1,26,1,26,0,26,1,26,1,26,0,26,0,26,0,26,0,34,5,34,5,34,0,34,3,34,4,34,0,34,1,34,0,34,0
2018-10-01,Nebraska,10,60,50,27,28,,9,,,30,1,30,1,30,0,30,1,30,0,30,0,30,0,30,0,30,0,71,1,71,1,71,0,71,1,71,0,71,0,71,0,71,0,71,0,26,1,26,2,26,0,26,1,26,1,26,0,26,0,26,0,26,0,39,4,39,8,39,1,39,4,39,2,39,0,39,1,39,0,39,0
2018-11-01,Nebraska,16,60,26,15,34,,16,,,28,1,28,1,28,0,28,0,28,0,28,0,28,0,28,0,28,0,67,1,67,1,67,0,67,0,67,0,67,0,67,0,67,0,67,0,28,2,28,2,28,0,28,0,28,1,28,0,28,0,28,0,28,0,37,6,37,8,37,1,37,2,37,3,37,0,37,1,37,0,37,0
2018-12-01,Nebraska,16,62,18,21,35,,5,,,24,1,24,1,24,0,24,0,24,0,24,0,24,0,24,0,24,0,58,1,58,1,58,0,58,0,58,0,58,0,58,0,58,0,58,0,23,2,23,2,23,0,23,1,23,1,23,0,23,0,23,0,23,0,40,7,40,9,40,0,40,3,40,3,40,0,40,0,40,0,40,0
2019-01-01,Nebraska,11,40,8,16,29,,9,,,30,1,30,1,30,0,30,0,30,0,30,0,30,0,30,0,30,0,74,1,74,1,74,0,74,0,74,0,74,0,74,0,74,0,74,0,30,1,30,1,30,0,30,0,30,1,30,0,30,0,30,0,30,0,41,5,41,6,41,0,41,2,41,2,41,0,41,1,41,0,41,0
2019-02-01,Nebraska,25,68,45,20,57,,29,,,30,2,30,2,30,0,30,0,30,1,30,0,30,0,30,0,30,0,70,2,70,2,70,0,70,0,70,1,70,0,70,0,70,0,70,0,33,2,33,2,33,0,33,1,33,1,33,0,33,1,33,0,33,0,41,10,41,10,41,1,41,3,41,4,41,0,41,2,41,0,41,0
2019-03-01,Nebraska,14,84,59,13,19,,7,,,29,1,29,2,29,0,29,0,29,0,29,0,29,0,29,0,29,0,67,1,67,2,67,0,67,0,67,0,67,0,67,0,67,0,67,0,26,1,26,3,26,0,26,0,26,0,26,0,26,0,26,0,26,0,42,6,42,12,42,1,42,2,42,2,42,0,42,1,42,0,42,0
2019-04-01,Nebraska,15,94,35,36,38,,9,,,31,1,31,2,31,0,31,1,31,1,31,0,31,0,31,0,31,0,68,1,68,2,68,0,68,1,68,0,68,0,68,0,68,0,68,0,29,1,29,3,29,0,29,1,29,1,29,0,29,0,29,0,29,0,36,6,36,13,36,1,36,5,36,3,36,0,36,1,36,0,36,0
2019-05-01,Nebraska,21,78,52,15,20,,16,,,31,1,31,2,31,0,31,0,31,0,31,0,31,0,31,0,31,0,67,1,67,2,67,0,67,0,67,0,67,0,67,0,67,0,67,0,26,2,26,3,26,0,26,0,26,0,26,0,26,0,26,0,26,0,36,9,36,11,36,1,36,2,36,2,36,0,36,1,36,0,36,0
2019-06-01,Nebraska,9,52,9,8,8,,7,,,30,1,30,1,30,0,30,0,30,0,30,0,30,0,30,0,30,0,64,1,64,1,64,0,64,0,64,0,64,0,64,0,64,0,64,0,20,1,20,2,20,0,20,0,20,0,20,0,20,0,20,0,20,0,36,4,36,7,36,0,36,1,36,1,36,0,36,1,36,0,36,0
2019-07-01,Nebraska,2,43,9,8,23,,7,,,28,0,28,1,28,0,28,0,28,0,28,0,28,0,28,0,28,0,64,0,64,1,64,0,64,0,64,0,64,0,64,0,64,0,64,0,18,0,18,1,18,0,18,0,18,0,18,0,18,0,18,0,18,0,29,1,29,6,29,0,29,1,29,2,29,0,29,1,29,0,29,0
2019-08-01,Nebraska,9,50,9,9,32,,5,,,41,1,41,1,41,0,41,0,41,0,41,0,41,0,41,0,41,0,68,1,68,1,68,0,68,0,68,0,68,0,68,0,68,0,68,0,25,1,25,2,25,0,25,0,25,1,25,0,25,0,25,0,25,0,36,4,36,7,36,0,36,1,36,3,36,0,36,0,36,0,36,0
2019-09-01,Nebraska,17,100,49,18,58,,7,,,100,1,100,2,100,0,100,0,100,1,100,0,100,0,100,0,100,0,70,1,70,2,70,0,70,0,70,1,70,0,70,0,70,0,70,0,30,2,30,3,30,0,30,1,30,1,30,0,30,0,30,0,30,0,39,7,39,14,39,1,39,2,39,5,39,0,39,1,39,0,39,0
2019-10-01,Nebraska,11,91,40,30,29,,19,,,29,1,29,2,29,0,29,1,29,0,29,0,29,0,29,0,29,0,72,1,72,2,72,0,72,1,72,0,72,0,72,0,72,0,72,0,29,1,29,3,29,0,29,1,29,1,29,0,29,0,29,0,29,0,38,4,38,13,38,1,38,4,38,2,38,0,38,2,38,0,38,0
2019-11-01,Nebraska,13,65,40,8,32,,17,,,26,1,26,2,26,0,26,0,26,0,26,0,26,0,26,0,26,0,64,1,64,1,64,0,64,0,64,0,64,0,64,0,64,0,64,0,26,1,26,2,26,0,26,0,26,1,26,0,26,0,26,0,26,0,39,5,39,9,39,1,39,1,39,3,39,0,39,1,39,0,39,0
2019-12-01,Nebraska,13,80,40,18,18,,21,,,26,1,26,2,26,0,26,0,26,0,26,0,26,0,26,0,26,0,62,1,62,2,62,0,62,0,62,0,62,0,62,0,62,0,62,0,23,1,23,3,23,0,23,1,23,0,23,0,23,0,23,0,23,0,37,5,37,11,37,1,37,2,37,1,37,0,37,2,37,0,37,0
2004-01-01,Nevada,10,0,0,0,70,,76,,,74,1,74,0,74,0,74,0,74,1,74,0,74,1,74,0,74,0,99,1,99,0,99,0,99,0,99,1,99,0,99,1,99,0,99,0,55,2,55,0,55,0,55,0,55,2,55,0,55,2,55,0,55,0,82,6,82,0,82,0,82,0,82,6,82,0,82,6,82,0,82,0
2004-02-01,Nevada,0,0,0,0,0,,0,,,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,76,0,76,0,76,0,76,0,76,0,76,0,76,0,76,0,76,0,79,0,79,0,79,0,79,0,79,0,79,0,79,0,79,0,79,0
2004-03-01,Nevada,13,0,0,0,0,,0,,,62,2,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,91,1,91,0,91,0,91,0,91,0,91,0,91,0,91,0,91,0,87,3,87,0,87,0,87,0,87,0,87,0,87,0,87,0,87,0,91,8,91,0,91,0,91,0,91,0,91,0,91,0,91,0,91,0
2004-04-01,Nevada,0,0,0,40,0,,0,,,52,0,52,0,52,0,52,1,52,0,52,0,52,0,52,0,52,0,80,0,80,0,80,0,80,1,80,0,80,0,80,0,80,0,80,0,69,0,69,0,69,0,69,2,69,0,69,0,69,0,69,0,69,0,100,0,100,0,100,0,100,6,100,0,100,0,100,0,100,0,100,0
2004-05-01,Nevada,32,30,0,0,0,,0,,,67,5,67,1,67,0,67,0,67,0,67,0,67,0,67,0,67,0,81,4,81,1,81,0,81,0,81,0,81,0,81,0,81,0,81,0,100,6,100,2,100,0,100,0,100,0,100,0,100,0,100,0,100,0,46,20,46,5,46,0,46,0,46,0,46,0,46,0,46,0,46,0
2004-06-01,Nevada,25,0,0,0,0,,0,,,64,4,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,76,3,76,0,76,0,76,0,76,0,76,0,76,0,76,0,76,0,68,5,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,84,16,84,0,84,0,84,0,84,0,84,0,84,0,84,0,84,0
2004-07-01,Nevada,0,0,0,0,0,,62,,,54,0,54,0,54,0,54,0,54,0,54,0,54,1,54,0,54,0,85,0,85,0,85,0,85,0,85,0,85,0,85,1,85,0,85,0,64,0,64,0,64,0,64,0,64,0,64,0,64,2,64,0,64,0,67,0,67,0,67,0,67,0,67,0,67,0,67,5,67,0,67,0
2004-08-01,Nevada,0,0,0,33,0,,0,,,54,0,54,0,54,0,54,1,54,0,54,0,54,0,54,0,54,0,84,0,84,0,84,0,84,1,84,0,84,0,84,0,84,0,84,0,67,0,67,0,67,0,67,1,67,0,67,0,67,0,67,0,67,0,77,0,77,0,77,0,77,5,77,0,77,0,77,0,77,0,77,0
2004-09-01,Nevada,21,0,0,0,100,,0,,,52,3,52,0,52,0,52,0,52,2,52,0,52,0,52,0,52,0,71,2,71,0,71,0,71,0,71,2,71,0,71,0,71,0,71,0,92,4,92,0,92,0,92,0,92,3,92,0,92,0,92,0,92,0,50,14,50,0,50,0,50,0,50,9,50,0,50,0,50,0,50,0
2004-10-01,Nevada,0,0,0,0,51,,0,,,68,0,68,0,68,0,68,0,68,1,68,0,68,0,68,0,68,0,64,0,64,0,64,0,64,0,64,1,64,0,64,0,64,0,64,0,95,0,95,0,95,0,95,0,95,1,95,0,95,0,95,0,95,0,78,0,78,0,78,0,78,0,78,5,78,0,78,0,78,0,78,0
2004-11-01,Nevada,38,0,0,33,53,,0,,,46,5,46,0,46,0,46,1,46,1,46,0,46,0,46,0,46,0,54,4,54,0,54,0,54,1,54,1,54,0,54,0,54,0,54,0,74,7,74,0,74,0,74,1,74,1,74,0,74,0,74,0,74,0,53,24,53,0,53,0,53,5,53,5,53,0,53,0,53,0,53,0
2004-12-01,Nevada,7,0,0,0,0,,50,,,41,1,41,0,41,0,41,0,41,0,41,0,41,1,41,0,41,0,59,1,59,0,59,0,59,0,59,0,59,0,59,1,59,0,59,0,62,1,62,0,62,0,62,0,62,0,62,0,62,1,62,0,62,0,54,4,54,0,54,0,54,0,54,0,54,0,54,4,54,0,54,0
2005-01-01,Nevada,11,0,0,25,0,,0,,,51,2,51,0,51,0,51,1,51,0,51,0,51,0,51,0,51,0,70,1,70,0,70,0,70,1,70,0,70,0,70,0,70,0,70,0,49,2,49,0,49,0,49,1,49,0,49,0,49,0,49,0,49,0,43,7,43,0,43,0,43,4,43,0,43,0,43,0,43,0,43,0
2005-02-01,Nevada,24,46,0,26,0,,47,,,52,4,52,2,52,0,52,1,52,0,52,0,52,1,52,0,52,0,78,3,78,1,78,0,78,1,78,0,78,0,78,1,78,0,78,0,89,5,89,2,89,0,89,1,89,0,89,0,89,1,89,0,89,0,66,15,66,8,66,0,66,4,66,0,66,0,66,4,66,0,66,0
2005-03-01,Nevada,5,38,0,22,36,,39,,,57,1,57,1,57,0,57,1,57,1,57,0,57,1,57,0,57,0,70,1,70,1,70,0,70,1,70,1,70,0,70,1,70,0,70,0,84,1,84,2,84,0,84,1,84,1,84,0,84,1,84,0,84,0,48,3,48,6,48,0,48,3,48,3,48,0,48,3,48,0,48,0
2005-04-01,Nevada,11,0,0,0,39,,0,,,61,2,61,0,61,0,61,0,61,1,61,0,61,0,61,0,61,0,68,1,68,0,68,0,68,0,68,1,68,0,68,0,68,0,68,0,84,2,84,0,84,0,84,0,84,1,84,0,84,0,84,0,84,0,68,7,68,0,68,0,68,0,68,3,68,0,68,0,68,0,68,0
2005-05-01,Nevada,24,55,0,21,34,,0,,,55,3,55,2,55,0,55,1,55,1,55,0,55,0,55,0,55,0,67,3,67,2,67,0,67,1,67,1,67,0,67,0,67,0,67,0,74,5,74,3,74,0,74,1,74,1,74,0,74,0,74,0,74,0,90,15,90,9,90,0,90,3,90,3,90,0,90,0,90,0,90,0
2005-06-01,Nevada,20,0,81,21,0,,38,,,53,3,53,0,53,1,53,1,53,0,53,0,53,1,53,0,53,0,73,2,73,0,73,1,73,1,73,0,73,0,73,1,73,0,73,0,60,4,60,0,60,1,60,1,60,0,60,0,60,1,60,0,60,0,63,13,63,0,63,3,63,3,63,0,63,0,63,3,63,0,63,0
2005-07-01,Nevada,19,0,0,0,34,,37,,,54,3,54,0,54,0,54,0,54,1,54,0,54,1,54,0,54,0,74,2,74,0,74,0,74,0,74,1,74,0,74,1,74,0,74,0,66,4,66,0,66,0,66,0,66,1,66,0,66,1,66,0,66,0,52,12,52,0,52,0,52,0,52,3,52,0,52,3,52,0,52,0
2005-08-01,Nevada,18,0,0,20,32,,0,,,64,3,64,0,64,0,64,1,64,1,64,0,64,0,64,0,64,0,68,2,68,0,68,0,68,1,68,1,68,0,68,0,68,0,68,0,56,4,56,0,56,0,56,1,56,1,56,0,56,0,56,0,56,0,46,12,46,0,46,0,46,3,46,3,46,0,46,0,46,0,46,0
2005-09-01,Nevada,13,0,0,37,0,,0,,,52,2,52,0,52,0,52,1,52,0,52,0,52,0,52,0,52,0,81,1,81,0,81,0,81,1,81,0,81,0,81,0,81,0,81,0,74,2,74,0,74,0,74,2,74,0,74,0,74,0,74,0,74,0,68,8,68,0,68,0,68,5,68,0,68,0,68,0,68,0,68,0
2005-10-01,Nevada,12,15,0,0,28,,30,,,48,2,48,1,48,0,48,0,48,1,48,0,48,1,48,0,48,0,80,1,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0,74,2,74,1,74,0,74,0,74,1,74,0,74,1,74,0,74,0,45,7,45,2,45,0,45,0,45,2,45,0,45,2,45,0,45,0
2005-11-01,Nevada,0,0,66,17,0,,0,,,52,0,52,0,52,1,52,1,52,0,52,0,52,0,52,0,52,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,1,72,1,72,0,72,0,72,0,72,0,72,0,56,0,56,0,56,2,56,3,56,0,56,0,56,0,56,0,56,0
2005-12-01,Nevada,15,0,0,16,0,,0,,,43,2,43,0,43,0,43,1,43,0,43,0,43,0,43,0,43,0,65,2,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,56,3,56,0,56,0,56,1,56,0,56,0,56,0,56,0,56,0,60,10,60,0,60,0,60,2,60,0,60,0,60,0,60,0,60,0
2006-01-01,Nevada,7,0,0,29,0,,0,,,56,1,56,0,56,0,56,1,56,0,56,0,56,0,56,0,56,0,75,1,75,0,75,0,75,1,75,0,75,0,75,0,75,0,75,0,54,1,54,0,54,0,54,1,54,0,54,0,54,0,54,0,54,0,84,4,84,0,84,0,84,4,84,0,84,0,84,0,84,0,84,0
2006-02-01,Nevada,21,40,0,15,0,,0,,,52,3,52,1,52,0,52,0,52,0,52,0,52,0,52,0,52,0,71,2,71,1,71,0,71,0,71,0,71,0,71,0,71,0,71,0,80,4,80,2,80,0,80,1,80,0,80,0,80,0,80,0,80,0,58,13,58,7,58,0,58,2,58,0,58,0,58,0,58,0,58,0
2006-03-01,Nevada,15,0,0,0,0,,22,,,50,2,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,72,2,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,63,3,63,0,63,0,63,0,63,0,63,0,63,1,63,0,63,0,54,9,54,0,54,0,54,0,54,0,54,0,54,2,54,0,54,0
2006-04-01,Nevada,21,12,100,0,21,,70,,,55,3,55,0,55,1,55,0,55,0,55,0,55,1,55,0,55,0,80,2,80,0,80,1,80,0,80,0,80,0,80,1,80,0,80,0,63,4,63,1,63,1,63,0,63,1,63,0,63,2,63,0,63,0,58,14,58,2,58,4,58,0,58,2,58,0,58,6,58,0,58,0
2006-05-01,Nevada,20,43,0,12,20,,22,,,48,3,48,2,48,0,48,0,48,0,48,0,48,0,48,0,48,0,72,2,72,1,72,0,72,0,72,0,72,0,72,0,72,0,72,0,52,4,52,2,52,0,52,1,52,1,52,0,52,1,52,0,52,0,62,13,62,7,62,0,62,2,62,2,62,0,62,2,62,0,62,0
2006-06-01,Nevada,24,0,0,38,41,,0,,,58,3,58,0,58,0,58,1,58,1,58,0,58,0,58,0,58,0,72,3,72,0,72,0,72,1,72,1,72,0,72,0,72,0,72,0,62,5,62,0,62,0,62,2,62,1,62,0,62,0,62,0,62,0,38,15,38,0,38,0,38,6,38,4,38,0,38,0,38,0,38,0
2006-07-01,Nevada,45,0,0,12,20,,21,,,56,6,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,69,5,69,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,49,9,49,0,49,0,49,1,49,1,49,0,49,1,49,0,49,0,36,28,36,0,36,0,36,2,36,2,36,0,36,2,36,0,36,0
2006-08-01,Nevada,21,0,42,22,0,,0,,,50,3,50,0,50,0,50,1,50,0,50,0,50,0,50,0,50,0,73,2,73,0,73,0,73,1,73,0,73,0,73,0,73,0,73,0,62,4,62,0,62,0,62,1,62,0,62,0,62,0,62,0,62,0,38,13,38,0,38,2,38,3,38,0,38,0,38,0,38,0,38,0
2006-09-01,Nevada,29,0,0,0,18,,0,,,57,4,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,74,3,74,0,74,0,74,0,74,0,74,0,74,0,74,0,74,0,60,6,60,0,60,0,60,0,60,1,60,0,60,0,60,0,60,0,40,18,40,0,40,0,40,0,40,2,40,0,40,0,40,0,40,0
2006-10-01,Nevada,17,9,0,21,0,,36,,,51,2,51,0,51,0,51,1,51,0,51,0,51,1,51,0,51,0,73,2,73,0,73,0,73,1,73,0,73,0,73,1,73,0,73,0,55,3,55,0,55,0,55,1,55,0,55,0,55,1,55,0,55,0,58,11,58,1,58,0,58,3,58,0,58,0,58,3,58,0,58,0
2006-11-01,Nevada,29,18,0,10,17,,0,,,46,4,46,1,46,0,46,0,46,0,46,0,46,0,46,0,46,0,73,3,73,1,73,0,73,0,73,0,73,0,73,0,73,0,73,0,54,6,54,1,54,0,54,0,54,0,54,0,54,0,54,0,54,0,53,18,53,3,53,0,53,2,53,2,53,0,53,0,53,0,53,0
2006-12-01,Nevada,30,9,0,20,0,,18,,,46,4,46,0,46,0,46,1,46,0,46,0,46,0,46,0,46,0,62,3,62,0,62,0,62,1,62,0,62,0,62,0,62,0,62,0,39,6,39,0,39,0,39,1,39,0,39,0,39,0,39,0,39,0,45,19,45,1,45,0,45,3,45,0,45,0,45,1,45,0,45,0
2007-01-01,Nevada,33,16,0,0,14,,16,,,50,5,50,1,50,0,50,0,50,0,50,0,50,0,50,0,50,0,76,4,76,0,76,0,76,0,76,0,76,0,76,0,76,0,76,0,54,6,54,1,54,0,54,0,54,0,54,0,54,0,54,0,54,0,49,21,49,3,49,0,49,0,49,1,49,0,49,1,49,0,49,0
2007-02-01,Nevada,58,16,0,28,0,,16,,,48,8,48,1,48,0,48,1,48,0,48,0,48,0,48,0,48,0,72,7,72,0,72,0,72,1,72,0,72,0,72,0,72,0,72,0,56,11,56,1,56,0,56,1,56,0,56,0,56,0,56,0,56,0,52,37,52,3,52,0,52,4,52,0,52,0,52,1,52,0,52,0
2007-03-01,Nevada,72,14,0,16,13,,15,,,58,10,58,1,58,0,58,1,58,0,58,0,58,0,58,0,58,0,73,8,73,0,73,0,73,0,73,0,73,0,73,0,73,0,73,0,46,14,46,1,46,0,46,1,46,0,46,0,46,0,46,0,46,0,51,46,51,2,51,0,51,2,51,1,51,0,51,1,51,0,51,0
